"PSShowComputerName","HealthStatus","OperationalStatus","ShareState","FileSharingProtocol","ObjectId","PassThroughClass","PassThroughIds","PassThroughNamespace","PassThroughServer","UniqueId","ContinuouslyAvailable","Description","EncryptData","Name","VolumeRelativePath","PSComputerName"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jb0204$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jb0204$","False","","False","jb0204$","users$\jb0204","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jbs0022""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jbs0022","False","","False","jbs0022","users$\jbs0022","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jg0003""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jg0003","False","","False","jg0003","users$\jg0003","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jjkelly""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jjkelly","False","","False","jjkelly","users$\jjkelly","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jlk10061""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jlk10061","False","","False","jlk10061","users$\jlk10061","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jlp0002$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jlp0002$","False","","False","jlp0002$","users$\jlp0002","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jmcjunkin""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jmcjunkin","False","","False","jmcjunkin","users$\jmcjunkin","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jna10001""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jna10001","False","","False","jna10001","users$\jna10001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jrb10114""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jrb10114","False","","False","jrb10114","users$\jrb10114","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||jrpirkey$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/jrpirkey$","False","","False","jrpirkey$","users$\jrpirkey","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||kab10097""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/kab10097","False","","False","kab10097","users$\kab10097","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||katassi""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/katassi","False","","False","katassi","users$\katassi","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||kbm10021""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/kbm10021","False","","False","kbm10021","users$\kbm10021","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||kdh0026$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/kdh0026$","False","","False","kdh0026$","users$\kdh0026","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||kdp00001$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/kdp00001$","False","","False","kdp00001$","users$\kdp00001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||kla10031""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/kla10031","False","","False","kla10031","users$\kla10031","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||kma10022""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/kma10022","False","","False","kma10022","users$\kma10022","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||kmq10001""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/kmq10001","False","","False","kmq10001","users$\kmq10001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||ksmith30""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/ksmith30","False","","False","ksmith30","users$\ksmith30","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||lnw0014$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/lnw0014$","False","","False","lnw0014$","users$\lnw0014","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||mab0064""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/mab0064","False","","False","mab0064","users$\mab0064","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||maf10070""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/maf10070","False","","False","maf10070","users$\maf10070","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||Master_Schedule""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/Master_Schedule","False","","False","Master_Schedule","users$\cddavis\Class of 2018\Master Schedule","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||mdp0041$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/mdp0041$","False","","False","mdp0041$","users$\mdp0041","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||mhb10001""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/mhb10001","False","","False","mhb10001","users$\mhb10001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||mhodel$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/mhodel$","False","","False","mhodel$","users$\mhodel","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||mrt10011""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/mrt10011","False","","False","mrt10011","users$\mrt10011","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||mwhelan$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/mwhelan$","False","","False","mwhelan$","users$\mwhelan","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||na10107""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/na10107","False","","False","na10107","users$\na10107","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||nag10001""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/nag10001","False","","False","nag10001","users$\nag10001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||necopeland$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/necopeland$","False","","False","necopeland$","users$\necopeland","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||nlf10011""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/nlf10011","False","","False","nlf10011","users$\nlf10011","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||nsa0010$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/nsa0010$","False","","False","nsa0010$","users$\nsa0010","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||pcsmith$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/pcsmith$","False","","False","pcsmith$","users$\pcsmith","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||phs10001""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/phs10001","False","","False","phs10001","users$\phs10001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||pp0023$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/pp0023$","False","","False","pp0023$","users$\pp0023","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||ratrout$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/ratrout$","False","","False","ratrout$","users$\ratrout","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||rlm0046$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/rlm0046$","False","","False","rlm0046$","users$\rlm0046","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||rschilli""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/rschilli","False","","False","rschilli","users$\rschilli","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||rsm10029""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/rsm10029","False","","False","rsm10029","users$\rsm10029","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||safarooki""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/safarooki","False","","False","safarooki","users$\safarooki","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||sarahman$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/sarahman$","False","","False","sarahman$","users$\sarahman","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||shb0008$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/shb0008$","False","","False","shb0008$","users$\shb0008","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||si10022""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/si10022","False","","False","si10022","users$\si10022","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||slf10034""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/slf10034","False","","False","slf10034","users$\slf10034","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||sls10006""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/sls10006","False","","False","sls10006","users$\sls10006","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||snb0025$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/snb0025$","False","","False","snb0025$","users$\snb0025","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||srharmon$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/srharmon$","False","","False","srharmon$","users$\srharmon","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||switsber""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/switsber","False","","False","switsber","users$\switsber","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||swmonnett$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/swmonnett$","False","","False","swmonnett$","users$\swmonnett","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||tfa0004$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/tfa0004$","False","","False","tfa0004$","users$\tfa0004","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||tlc10074""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/tlc10074","False","","False","tlc10074","users$\tlc10074","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||tlk10030""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/tlk10030","False","","False","tlk10030","users$\tlk10030","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||tlw0062$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/tlw0062$","False","","False","tlw0062$","users$\tlw0062","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||tml00001""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/tml00001","False","","False","tml00001","users$\tml00001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||tmp10034""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/tmp10034","False","","False","tmp10034","users$\tmp10034","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||transbottom""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/transbottom","False","","False","transbottom","users$\transbottom","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||twoods7""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/twoods7","False","","False","twoods7","users$\twoods7","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||users$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/users$","False","","False","users$","users$","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||vld0008$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/vld0008$","False","","False","vld0008$","users$\vld0008","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||vn10013""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/vn10013","False","","False","vn10013","users$\vn10013","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||wad0007$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/wad0007$","False","","False","wad0007$","users$\wad0007","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||wpw0007$""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/wpw0007$","False","","False","wpw0007$","users$\wpw0007","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\CHASOPS5\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{fb3af4d1-e122-11e8-90e2-806e6f6e6963}:FX:SMB||*||ygp10001""",,,,,"smb|CHASOPS5.HS.wvu-ad.wvu.edu/ygp10001","False","","False","ygp10001","users$\ygp10001","CHASOPS5"
"True","Healthy","Online","Online","SMB","{1}\\HSSAILPOINT1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{82c33973-dddd-11e8-90fe-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|hssailpoint1.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSSAILPOINT1"
"True","Healthy","Online","Online","SMB","{1}\\HSSAILPOINT1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{82c33973-dddd-11e8-90fe-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|hssailpoint1.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSSAILPOINT1"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SOLECRYP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{52109a61-e91d-11e8-8b75-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|ITSWeb-SOLECrypt.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","ITSWEB-SOLECRYP"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SOLECRYP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{52109a61-e91d-11e8-8b75-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|ITSWeb-SOLECrypt.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","ITSWEB-SOLECRYP"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SOLECRYP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{52109a61-e91d-11e8-8b75-806e6f6e6963}:FX:SMB||*||D$""",,,,,"smb|ITSWeb-SOLECrypt.HS.wvu-ad.wvu.edu/D$","False","Default share","False","D$","\","ITSWEB-SOLECRYP"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SOLECRYP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{52109a61-e91d-11e8-8b75-806e6f6e6963}:FX:SMB||*||E$""",,,,,"smb|ITSWeb-SOLECrypt.HS.wvu-ad.wvu.edu/E$","False","Default share","False","E$","\","ITSWEB-SOLECRYP"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SOLECRYP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{52109a61-e91d-11e8-8b75-806e6f6e6963}:FX:SMB||*||IIS_Logs""",,,,,"smb|ITSWeb-SOLECrypt.HS.wvu-ad.wvu.edu/IIS_Logs","False","","False","IIS_Logs","Logfiles","ITSWEB-SOLECRYP"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SOLECRYP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{52109a61-e91d-11e8-8b75-806e6f6e6963}:FX:SMB||*||www""",,,,,"smb|ITSWeb-SOLECrypt.HS.wvu-ad.wvu.edu/www","False","","False","www","www","ITSWEB-SOLECRYP"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SSRS\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{3980d34b-ed0a-11e8-8add-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|ITSWeb-SSRS.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","ITSWEB-SSRS"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SSRS\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{3980d34b-ed0a-11e8-8add-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|ITSWeb-SSRS.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","ITSWEB-SSRS"
"True","Healthy","Online","Online","SMB","{1}\\ITSWEB-SSRS\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{3980d34b-ed0a-11e8-8add-806e6f6e6963}:FX:SMB||*||SSRS_Share""",,,,,"smb|ITSWeb-SSRS.HS.wvu-ad.wvu.edu/SSRS_Share","False","","False","SSRS_Share","SSRS_Share","ITSWEB-SSRS"
