"PSShowComputerName","HealthStatus","OperationalStatus","ShareState","FileSharingProtocol","ObjectId","PassThroughClass","PassThroughIds","PassThroughNamespace","PassThroughServer","UniqueId","ContinuouslyAvailable","Description","EncryptData","Name","VolumeRelativePath","PSComputerName"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{621ef3ed-92c7-11e9-a80e-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|hsazuredc1.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","windows","hsazuredc1"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{621ef3ed-92c7-11e9-a80e-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|hsazuredc1.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","hsazuredc1"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{621ef3ed-92c7-11e9-a80e-806e6f6e6963}:FX:SMB||*||D$""",,,,,"smb|hsazuredc1.HS.wvu-ad.wvu.edu/D$","False","Default share","False","D$","\","hsazuredc1"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{621ef3ed-92c7-11e9-a80e-806e6f6e6963}:FX:SMB||*||NETLOGON""",,,,,"smb|hsazuredc1.HS.wvu-ad.wvu.edu/NETLOGON","False","Logon server share ","False","NETLOGON","windows\SYSVOL_DFSR\sysvol\HS.wvu-ad.wvu.edu\SCRIPTS","hsazuredc1"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{621ef3ed-92c7-11e9-a80e-806e6f6e6963}:FX:SMB||*||SYSVOL""",,,,,"smb|hsazuredc1.HS.wvu-ad.wvu.edu/SYSVOL","False","Logon server share ","False","SYSVOL","windows\SYSVOL_DFSR\sysvol","hsazuredc1"
"True","Healthy","Online","Online","SMB","{1}\\HSCA\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|HSCA.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSCA"
"True","Healthy","Online","Online","SMB","{1}\\HSCA\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|HSCA.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSCA"
"True","Healthy","Online","Online","SMB","{1}\\HSCA\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||CertEnroll""",,,,,"smb|HSCA.HS.wvu-ad.wvu.edu/CertEnroll","False","Active Directory Certificate Services share","False","CertEnroll","Windows\system32\CertSrv\CertEnroll","HSCA"
"True","Healthy","Online","Online","SMB","{1}\\HSCA\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||E$""",,,,,"smb|HSCA.HS.wvu-ad.wvu.edu/E$","False","Default share","False","E$","\","HSCA"
"True","Healthy","Online","Online","SMB","{1}\\HSCA\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||NETLOGON""",,,,,"smb|HSCA.HS.wvu-ad.wvu.edu/NETLOGON","False","Logon server share ","False","NETLOGON","Windows\SYSVOL\sysvol\HS.wvu-ad.wvu.edu\SCRIPTS","HSCA"
"True","Healthy","Online","Online","SMB","{1}\\HSCA\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||Public""",,,,,"smb|HSCA.HS.wvu-ad.wvu.edu/Public","False","","False","Public","DFSRoots\Public","HSCA"
"True","Healthy","Online","Online","SMB","{1}\\HSCA\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||SYSVOL""",,,,,"smb|HSCA.HS.wvu-ad.wvu.edu/SYSVOL","False","Logon server share ","False","SYSVOL","Windows\SYSVOL\sysvol","HSCA"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{1cc84530-95f5-11e9-a80e-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|hsazuredc2.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","windows","hsazuredc2"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{1cc84530-95f5-11e9-a80e-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|hsazuredc2.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","hsazuredc2"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{1cc84530-95f5-11e9-a80e-806e6f6e6963}:FX:SMB||*||D$""",,,,,"smb|hsazuredc2.HS.wvu-ad.wvu.edu/D$","False","Default share","False","D$","\","hsazuredc2"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{1cc84530-95f5-11e9-a80e-806e6f6e6963}:FX:SMB||*||NETLOGON""",,,,,"smb|hsazuredc2.HS.wvu-ad.wvu.edu/NETLOGON","False","Logon server share ","False","NETLOGON","windows\SYSVOL_DFSR\sysvol\HS.wvu-ad.wvu.edu\SCRIPTS","hsazuredc2"
"True","Healthy","Online","Online","SMB","{1}\\hsazuredc2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{1cc84530-95f5-11e9-a80e-806e6f6e6963}:FX:SMB||*||SYSVOL""",,,,,"smb|hsazuredc2.HS.wvu-ad.wvu.edu/SYSVOL","False","Logon server share ","False","SYSVOL","windows\SYSVOL_DFSR\sysvol","hsazuredc2"
"True","Healthy","Online","Online","SMB","{1}\\HSDC2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{7c7c9488-b321-11e9-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|HSDC2.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSDC2"
"True","Healthy","Online","Online","SMB","{1}\\HSDC2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{7c7c9488-b321-11e9-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|HSDC2.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSDC2"
"True","Healthy","Online","Online","SMB","{1}\\HSDC2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{7c7c9488-b321-11e9-90e3-806e6f6e6963}:FX:SMB||*||Clinic""",,,,,"smb|HSDC2.HS.wvu-ad.wvu.edu/Clinic","False","","False","Clinic","DFSRoots\Clinic","HSDC2"
"True","Healthy","Online","Online","SMB","{1}\\HSDC2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{7c7c9488-b321-11e9-90e3-806e6f6e6963}:FX:SMB||*||NETLOGON""",,,,,"smb|HSDC2.HS.wvu-ad.wvu.edu/NETLOGON","False","Logon server share ","False","NETLOGON","Windows\SYSVOL\sysvol\HS.wvu-ad.wvu.edu\SCRIPTS","HSDC2"
"True","Healthy","Online","Online","SMB","{1}\\HSDC2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{7c7c9488-b321-11e9-90e3-806e6f6e6963}:FX:SMB||*||Public""",,,,,"smb|HSDC2.HS.wvu-ad.wvu.edu/Public","False","","False","Public","DFSRoots\Public","HSDC2"
"True","Healthy","Online","Online","SMB","{1}\\HSDC2\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{7c7c9488-b321-11e9-90e3-806e6f6e6963}:FX:SMB||*||SYSVOL""",,,,,"smb|HSDC2.HS.wvu-ad.wvu.edu/SYSVOL","False","Logon server share ","False","SYSVOL","Windows\SYSVOL\sysvol","HSDC2"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||chsc""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/chsc","False","","False","chsc","DFSRoots\chsc","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||E$""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/E$","False","Default share","False","E$","\","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||itsweb""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/itsweb","False","","False","itsweb","DFSRoots\itsweb","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||ITSWeb-Storage""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/ITSWeb-Storage","False","","False","ITSWeb-Storage","DFSRoots\ITSWeb-Storage","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||NETLOGON""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/NETLOGON","False","Logon server share ","False","NETLOGON","Windows\SYSVOL\sysvol\HS.wvu-ad.wvu.edu\SCRIPTS","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||print$""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/print$","False","Printer Drivers","False","print$","Windows\system32\spool\drivers","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||Public""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/Public","False","","False","Public","DFSRoots\Public","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC1\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{f6afbaeb-f3f3-11e8-90fe-806e6f6e6963}:FX:SMB||*||SYSVOL""",,,,,"smb|HSDC1.HS.wvu-ad.wvu.edu/SYSVOL","False","Logon server share ","False","SYSVOL","Windows\SYSVOL\sysvol","HSDC1"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||Clinic""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/Clinic","False","","False","Clinic","DFSRoots\Clinic","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||itsweb""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/itsweb","False","","False","itsweb","DFSRoots\itsweb","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||ITSWeb-Storage""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/ITSWeb-Storage","False","","False","ITSWeb-Storage","DFSRoots\ITSWeb-Storage","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||NETLOGON""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/NETLOGON","False","Logon server share ","False","NETLOGON","Windows\SYSVOL\sysvol\HS.wvu-ad.wvu.edu\SCRIPTS","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||Public""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/Public","False","","False","Public","DFSRoots\Public","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||Research""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/Research","False","","False","Research","DFSRoots\Research","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||SYSVOL""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/SYSVOL","False","Logon server share ","False","SYSVOL","Windows\SYSVOL\sysvol","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSDC3\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{bee976c4-b3a9-11e9-90e3-806e6f6e6963}:FX:SMB||*||VDIResearch""",,,,,"smb|HSDC3.HS.wvu-ad.wvu.edu/VDIResearch","False","","False","VDIResearch","DFSRoots\VDIResearch","HSDC3"
"True","Healthy","Online","Online","SMB","{1}\\HSRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|HSRDBroker01.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\HSRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|HSRDBroker01.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\ROCRDBROKER01\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|ROCRDBroker01.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","ROCRDBROKER01"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||E""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/E","False","","False","E","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||E$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/E$","False","Default share","False","E$","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||LC Test Files""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/LC Test Files","False","","False","LC Test Files","LC Test Files","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||Neuro_Engineering""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/Neuro_Engineering","False","","False","Neuro_Engineering","Neuro_Engineering","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||print$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/print$","False","Printer Drivers","False","print$","Windows\system32\spool\drivers","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||WVU-AD""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/WVU-AD","False","","False","WVU-AD","WVU-AD","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||E""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/E","False","","False","E","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||E$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/E$","False","Default share","False","E$","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||LC Test Files""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/LC Test Files","False","","False","LC Test Files","LC Test Files","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||Neuro_Engineering""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/Neuro_Engineering","False","","False","Neuro_Engineering","Neuro_Engineering","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||print$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/print$","False","Printer Drivers","False","print$","Windows\system32\spool\drivers","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||WVU-AD""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/WVU-AD","False","","False","WVU-AD","WVU-AD","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||ADMIN$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/ADMIN$","False","Remote Admin","False","ADMIN$","Windows","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||C$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/C$","False","Default share","False","C$","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||E""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/E","False","","False","E","\","HSCFP"
"True","Healthy","Online","Online","SMB","{1}\\HSCFP\root/Microsoft/Windows/Storage/Providers_v2\WSP_FileShare.ObjectId=""{e4e04f6b-d853-11e6-90e3-806e6f6e6963}:FX:SMB||*||E$""",,,,,"smb|hscfp.HS.wvu-ad.wvu.edu/E$","False","Default share","False","E$","\","HSCFP"
