"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","SPN","DistinguishedName"
"CWVUFLDRBK1$","CWVUFLDRBK1","6/16/2014 9:57:58 AM","10/13/2021 10:43:06 AM","TERMSRV/CWVUFLDRBK1;TERMSRV/cwvufldrbk1.HS.wvu-ad.wvu.edu;CmRcService/CWVUFLDRBK1;CmRcService/cwvufldrbk1.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CWVUFLDRBK1;HOST/CWVUFLDRBK1;RestrictedKrbHost/CWVUFLDRBK1.HS.wvu-ad.wvu.edu;HOST/CWVUFLDRBK1.HS.wvu-ad.wvu.edu","CN=CWVUFLDRBK1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"VCYPHERT-WIN7$","VCYPHERT-WIN7","4/12/2012 2:51:11 PM","10/13/2021 10:53:28 AM","TERMSRV/VCyphert-Win7.HS.wvu-ad.wvu.edu;TERMSRV/VCYPHERT-WIN7;CmRcService/VCyphert-Win7.HS.wvu-ad.wvu.edu;CmRcService/VCYPHERT-WIN7;RestrictedKrbHost/VCYPHERT-WIN7;HOST/VCYPHERT-WIN7;RestrictedKrbHost/VCYPHERT-WIN7.HS.wvu-ad.wvu.edu;HOST/VCYPHERT-WIN7.HS.wvu-ad.wvu.edu","CN=VCYPHERT-WIN7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-CLMOSESSO$","sod-clmosesso","8/5/2014 9:07:02 AM","10/13/2021 10:52:37 AM","CmRcService/sod-clmosesso.HS.wvu-ad.wvu.edu;CmRcService/SOD-CLMOSESSO;TERMSRV/sod-clmosesso.HS.wvu-ad.wvu.edu;TERMSRV/SOD-CLMOSESSO;RestrictedKrbHost/sod-clmosesso;HOST/sod-clmosesso;RestrictedKrbHost/sod-clmosesso.HS.wvu-ad.wvu.edu;HOST/sod-clmosesso.HS.wvu-ad.wvu.edu","CN=sod-clmosesso,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOSCIE585$","HSBIOSCIE585","12/3/2013 10:06:03 AM","10/13/2021 10:44:29 AM","CmRcService/HSBIOSCIE585.HS.wvu-ad.wvu.edu;CmRcService/HSBIOSCIE585;WSMAN/HSBIOSCIE585.HS.wvu-ad.wvu.edu;WSMAN/HSBIOSCIE585;TERMSRV/HSBIOSCIE585.HS.wvu-ad.wvu.edu;TERMSRV/HSBIOSCIE585;RestrictedKrbHost/HSBIOSCIE585;HOST/HSBIOSCIE585;RestrictedKrbHost/HSBIOSCIE585.HS.wvu-ad.wvu.edu;HOST/HSBIOSCIE585.HS.wvu-ad.wvu.edu","CN=HSBIOSCIE585,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOMDEAN0DA4$","HSSOMDEAN0DA4","5/10/2012 2:45:10 PM","10/13/2021 10:49:01 AM","TERMSRV/hssomdean0da4.HS.wvu-ad.wvu.edu;TERMSRV/HSSOMDEAN0DA4;CmRcService/HSSOMDEAN0DA4;CmRcService/hssomdean0da4.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSSOMDEAN0DA4;HOST/HSSOMDEAN0DA4;RestrictedKrbHost/HSSOMDEAN0DA4.HS.wvu-ad.wvu.edu;HOST/HSSOMDEAN0DA4.HS.wvu-ad.wvu.edu","CN=HSSOMDEAN0DA4,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-0CC5$","HS-PEDS-0CC5","4/27/2011 3:54:09 PM","10/13/2021 10:48:10 AM","CmRcService/HS-PEDS-0CC5;CmRcService/HS-PEDS-0CC5.HS.wvu-ad.wvu.edu;TERMSRV/HS-PEDS-0CC5;TERMSRV/HS-PEDS-0CC5.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HS-PEDS-0CC5;HOST/HS-PEDS-0CC5;RestrictedKrbHost/HS-PEDS-0CC5.HS.wvu-ad.wvu.edu;HOST/HS-PEDS-0CC5.HS.wvu-ad.wvu.edu","CN=HS-PEDS-0CC5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JROGERS-PC$","JROGERS-PC","7/30/2009 12:08:27 PM","10/13/2021 10:50:56 AM","CmRcService/JROGERS-PC;CmRcService/jrogers-PC.HS.wvu-ad.wvu.edu;HOST/JROGERS-PC;HOST/jrogers-PC.HS.wvu-ad.wvu.edu","CN=JROGERS-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCADMIN2$","MBRCCADMIN2","3/30/2012 11:58:03 AM","10/13/2021 10:51:13 AM","TERMSRV/MBRCCADMIN2;TERMSRV/MBRCCadmin2.HS.wvu-ad.wvu.edu;CmRcService/MBRCCADMIN2;CmRcService/MBRCCadmin2.HS.wvu-ad.wvu.edu;RestrictedKrbHost/MBRCCADMIN2;HOST/MBRCCADMIN2;RestrictedKrbHost/MBRCCADMIN2.HS.wvu-ad.wvu.edu;HOST/MBRCCADMIN2.HS.wvu-ad.wvu.edu","CN=MBRCCADMIN2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-G103-CUBE3$","HS-G103-CUBE3","1/25/2012 1:43:38 PM","7/29/2019 3:24:04 PM","RestrictedKrbHost/HS-G103-CUBE3;HOST/HS-G103-CUBE3;RestrictedKrbHost/HS-G103-CUBE3.HS.wvu-ad.wvu.edu;HOST/HS-G103-CUBE3.HS.wvu-ad.wvu.edu","CN=HS-G103-CUBE3,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS64B3$","HSPEDS64B3","7/31/2013 3:56:52 PM","10/13/2021 10:48:25 AM","RestrictedKrbHost/HSPEDS64B3;HOST/HSPEDS64B3;RestrictedKrbHost/HSPEDS64B3.HS.wvu-ad.wvu.edu;HOST/HSPEDS64B3.HS.wvu-ad.wvu.edu","CN=HSPEDS64B3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H50537$","H50537","8/21/2014 2:15:00 PM","10/13/2021 10:43:43 AM","WSMAN/H50537;WSMAN/H50537.HS.wvu-ad.wvu.edu;CmRcService/H50537;CmRcService/H50537.HS.wvu-ad.wvu.edu;TERMSRV/H50537.HS.wvu-ad.wvu.edu;TERMSRV/H50537;RestrictedKrbHost/H50537;HOST/H50537;RestrictedKrbHost/H50537.HS.wvu-ad.wvu.edu;HOST/H50537.HS.wvu-ad.wvu.edu","CN=H50537,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCTECH1$","MBRCCTECH1","3/21/2014 3:26:30 PM","10/13/2021 10:51:34 AM","RestrictedKrbHost/MBRCCTECH1;HOST/MBRCCTECH1;RestrictedKrbHost/MBRCCTECH1.HS.wvu-ad.wvu.edu;HOST/MBRCCTECH1.HS.wvu-ad.wvu.edu","CN=MBRCCTECH1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52651$","H52651","8/27/2014 8:20:42 AM","11/18/2021 10:23:47 AM","WSMAN/H52651;WSMAN/H52651.HS.wvu-ad.wvu.edu;CmRcService/H52651;CmRcService/H52651.HS.wvu-ad.wvu.edu;TERMSRV/H52651.HS.wvu-ad.wvu.edu;TERMSRV/H52651;RestrictedKrbHost/H52651;HOST/H52651;RestrictedKrbHost/H52651.HS.wvu-ad.wvu.edu;HOST/H52651.HS.wvu-ad.wvu.edu","CN=H52651,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYNDF99$","HSOBGYNDF99","7/11/2013 3:29:15 PM","10/13/2021 10:47:55 AM","TERMSRV/HSOBGYNDF99;TERMSRV/HSOBGYNDF99.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSOBGYNDF99;HOST/HSOBGYNDF99;RestrictedKrbHost/HSOBGYNDF99.HS.wvu-ad.wvu.edu;HOST/HSOBGYNDF99.HS.wvu-ad.wvu.edu","CN=HSOBGYNDF99,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TECHRETREAT$","TECHRETREAT","11/12/2013 1:01:52 PM","7/29/2019 3:24:04 PM","RestrictedKrbHost/TECHRETREAT;HOST/TECHRETREAT;RestrictedKrbHost/TECHRETREAT.HS.wvu-ad.wvu.edu;HOST/TECHRETREAT.HS.wvu-ad.wvu.edu","CN=TECHRETREAT,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMBRCCE585$","HSMBRCCE585","8/28/2014 12:39:46 PM","10/13/2021 10:47:09 AM","TERMSRV/HSMBRCCE585;TERMSRV/HSMBRCCE585.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSMBRCCE585;HOST/HSMBRCCE585;RestrictedKrbHost/HSMBRCCE585.HS.wvu-ad.wvu.edu;HOST/HSMBRCCE585.HS.wvu-ad.wvu.edu","CN=HSMBRCCE585,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JPUTILA-PC$","JPUTILA-PC","3/26/2010 4:00:09 PM","10/13/2021 10:50:56 AM","MSSQLSvc/jputila-PC.HS.wvu-ad.wvu.edu:SQLEXPRESS;RestrictedKrbHost/JPUTILA-PC;HOST/JPUTILA-PC;RestrictedKrbHost/JPUTILA-PC.HS.wvu-ad.wvu.edu;HOST/JPUTILA-PC.HS.wvu-ad.wvu.edu","CN=JPUTILA-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ANIMRES-6486$","HS-ANIMRES-6486","1/6/2011 4:31:26 PM","10/13/2021 10:44:13 AM","CmRcService/HS-ANIMRES-6486;CmRcService/hs-animres-6486.HS.wvu-ad.wvu.edu;TERMSRV/HS-ANIMRES-6486;TERMSRV/hs-animres-6486.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HS-ANIMRES-6486;HOST/HS-ANIMRES-6486;RestrictedKrbHost/HS-ANIMRES-6486.HS.wvu-ad.wvu.edu;HOST/HS-ANIMRES-6486.HS.wvu-ad.wvu.edu","CN=HS-ANIMRES-6486,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED5982$","HSCEMMED5982","7/1/2011 10:44:35 AM","10/13/2021 10:45:17 AM","TERMSRV/HSCEMMED5982.HS.wvu-ad.wvu.edu;TERMSRV/HSCEMMED5982;CmRcService/HSCEMMED5982;CmRcService/HSCEMMED5982.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSCEMMED5982.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSCEMMED5982;HOST/HSCEMMED5982;HOST/HSCEMMED5982.HS.wvu-ad.wvu.edu","CN=HSCEMMED5982,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-NEURO-E05C$","HS-NEURO-E05C","4/13/2010 10:39:55 AM","10/13/2021 10:47:39 AM","TERMSRV/HS-NEURO-E05C;TERMSRV/hs-neuro-e05c.HS.wvu-ad.wvu.edu;CmRcService/hs-neuro-e05c.HS.wvu-ad.wvu.edu;CmRcService/HS-NEURO-E05C;RestrictedKrbHost/HS-NEURO-E05C;HOST/HS-NEURO-E05C;RestrictedKrbHost/HS-NEURO-E05C.HS.wvu-ad.wvu.edu;HOST/HS-NEURO-E05C.HS.wvu-ad.wvu.edu","CN=HS-NEURO-E05C,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEURO089A$","HSNEURO089A","2/18/2014 9:33:41 AM","10/13/2021 10:47:39 AM","CmRcService/hsneuro089a.HS.wvu-ad.wvu.edu;CmRcService/HSNEURO089A;WSMAN/hsneuro089a.HS.wvu-ad.wvu.edu;WSMAN/hsneuro089a;TERMSRV/HSNEURO089A;TERMSRV/hsneuro089a.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSNEURO089A;HOST/HSNEURO089A;RestrictedKrbHost/HSNEURO089A.HS.wvu-ad.wvu.edu;HOST/HSNEURO089A.HS.wvu-ad.wvu.edu","CN=HSNEURO089A,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H50738$","H50738","4/28/2014 1:16:38 PM","11/10/2021 2:29:30 PM","WSMAN/H50738.HS.wvu-ad.wvu.edu;WSMAN/H50738;CmRcService/H50738;CmRcService/H50738.HS.wvu-ad.wvu.edu;TERMSRV/H50738;TERMSRV/H50738.HS.wvu-ad.wvu.edu;RestrictedKrbHost/H50738;HOST/H50738;RestrictedKrbHost/H50738.HS.wvu-ad.wvu.edu;HOST/H50738.HS.wvu-ad.wvu.edu","CN=H50738,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED0CA6$","HSCEMMED0CA6","8/23/2012 1:34:37 PM","10/13/2021 10:45:05 AM","TERMSRV/HSCEMMED0CA6.HS.wvu-ad.wvu.edu;TERMSRV/HSCEMMED0CA6;CmRcService/HSCEMMED0CA6.HS.wvu-ad.wvu.edu;CmRcService/HSCEMMED0CA6;RestrictedKrbHost/HSCEMMED0CA6;HOST/HSCEMMED0CA6;RestrictedKrbHost/HSCEMMED0CA6.HS.wvu-ad.wvu.edu;HOST/HSCEMMED0CA6.HS.wvu-ad.wvu.edu","CN=HSCEMMED0CA6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PATH$","HS-PATH","8/29/2014 3:18:40 PM","11/11/2021 6:30:21 AM","MSSQLSvc/hs-path.HS.wvu-ad.wvu.edu:53518;MSSQLSvc/hs-path.HS.wvu-ad.wvu.edu:SQLEXPRESS;CmRcService/HS-PATH;CmRcService/hs-path.HS.wvu-ad.wvu.edu;TERMSRV/hs-path.HS.wvu-ad.wvu.edu;TERMSRV/HS-PATH;WSMAN/hs-path;WSMAN/hs-path.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HS-PATH;HOST/HS-PATH;RestrictedKrbHost/hs-path.HS.wvu-ad.wvu.edu;HOST/hs-path.HS.wvu-ad.wvu.edu","CN=HS-PATH,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-HMELECIO$","sph-hmelecio","8/6/2014 9:17:50 AM","10/13/2021 10:53:13 AM","CmRcService/sph-hmelecio.HS.wvu-ad.wvu.edu;CmRcService/SPH-HMELECIO;TERMSRV/sph-hmelecio.HS.wvu-ad.wvu.edu;TERMSRV/SPH-HMELECIO;RestrictedKrbHost/sph-hmelecio;HOST/sph-hmelecio;RestrictedKrbHost/sph-hmelecio.HS.wvu-ad.wvu.edu;HOST/sph-hmelecio.HS.wvu-ad.wvu.edu","CN=sph-hmelecio,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BEHM-64F9$","HS-BEHM-64F9","1/9/2014 11:41:19 AM","10/13/2021 10:44:13 AM","CmRcService/HS-BEHM-64F9.HS.wvu-ad.wvu.edu;CmRcService/HS-BEHM-64F9;WSMAN/HS-BEHM-64F9;WSMAN/HS-BEHM-64F9.HS.wvu-ad.wvu.edu;TERMSRV/HS-BEHM-64F9.HS.wvu-ad.wvu.edu;TERMSRV/HS-BEHM-64F9;RestrictedKrbHost/HS-BEHM-64F9;HOST/HS-BEHM-64F9;RestrictedKrbHost/HS-BEHM-64F9.HS.wvu-ad.wvu.edu;HOST/HS-BEHM-64F9.HS.wvu-ad.wvu.edu","CN=HS-BEHM-64F9,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SOP-8561$","HS-SOP-8561","8/2/2013 8:49:23 AM","10/13/2021 10:49:40 AM","CmRcService/hs-sop-8561.HS.wvu-ad.wvu.edu;CmRcService/HS-SOP-8561;WSMAN/hs-sop-8561.HS.wvu-ad.wvu.edu;TERMSRV/hs-sop-8561.HS.wvu-ad.wvu.edu;RestrictedKrbHost/hs-sop-8561.HS.wvu-ad.wvu.edu;HOST/hs-sop-8561.HS.wvu-ad.wvu.edu;WSMAN/HS-SOP-8561;TERMSRV/HS-SOP-8561;RestrictedKrbHost/HS-SOP-8561;HOST/HS-SOP-8561","CN=HS-SOP-8561,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HSTAE8B1D$","HS-HSTAE8B1D","9/2/2011 10:03:47 AM","10/13/2021 10:46:49 AM","TERMSRV/HS-HSTAE8B1D;TERMSRV/hs-hstaE8B1D.HS.wvu-ad.wvu.edu;CmRcService/hs-hstaE8B1D.HS.wvu-ad.wvu.edu;CmRcService/HS-HSTAE8B1D;RestrictedKrbHost/HS-HSTAE8B1D;HOST/HS-HSTAE8B1D;RestrictedKrbHost/HS-HSTAE8B1D.HS.wvu-ad.wvu.edu;HOST/HS-HSTAE8B1D.HS.wvu-ad.wvu.edu","CN=HS-HSTAE8B1D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSICF7A5$","HSCTSICF7A5","9/25/2013 5:06:04 PM","10/13/2021 10:46:04 AM","TERMSRV/HSCTSICF7A5;TERMSRV/HSCTSIcf7a5.HS.wvu-ad.wvu.edu;CmRcService/HSCTSICF7A5;CmRcService/HSCTSIcf7a5.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSCTSICF7A5;HOST/HSCTSICF7A5;RestrictedKrbHost/HSCTSICF7A5.HS.wvu-ad.wvu.edu;HOST/HSCTSICF7A5.HS.wvu-ad.wvu.edu","CN=HSCTSICF7A5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SOP-83BD$","HS-SOP-83BD","8/2/2013 8:46:36 AM","10/13/2021 10:49:40 AM","CmRcService/hs-sop-83bd.HS.wvu-ad.wvu.edu;CmRcService/HS-SOP-83BD;WSMAN/hs-sop-83bd.HS.wvu-ad.wvu.edu;TERMSRV/hs-sop-83bd.HS.wvu-ad.wvu.edu;RestrictedKrbHost/hs-sop-83bd.HS.wvu-ad.wvu.edu;HOST/hs-sop-83bd.HS.wvu-ad.wvu.edu;WSMAN/HS-SOP-83BD;TERMSRV/HS-SOP-83BD;RestrictedKrbHost/HS-SOP-83BD;HOST/HS-SOP-83BD","CN=HS-SOP-83BD,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3825$","HS-SPH-3825","9/5/2012 4:21:37 PM","10/13/2021 10:50:10 AM","TERMSRV/HS-SPH-3825;TERMSRV/hs-sph-3825.HS.wvu-ad.wvu.edu;CmRcService/HS-SPH-3825;CmRcService/hs-sph-3825.HS.wvu-ad.wvu.edu;RestrictedKrbHost/hs-sph-3825.HS.wvu-ad.wvu.edu;HOST/hs-sph-3825.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HS-SPH-3825;HOST/HS-SPH-3825","CN=HS-SPH-3825,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H41761$","H41761","4/14/2014 12:51:38 PM","10/13/2021 10:43:43 AM","CmRcService/H41761.HS.wvu-ad.wvu.edu;CmRcService/H41761;TERMSRV/H41761;TERMSRV/H41761.HS.wvu-ad.wvu.edu;RestrictedKrbHost/H41761;HOST/H41761;RestrictedKrbHost/H41761.HS.wvu-ad.wvu.edu;HOST/H41761.HS.wvu-ad.wvu.edu","CN=H41761,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ROCOOK-OLAR$","ROCOOK-OLAR","6/4/2013 8:56:15 AM","10/13/2021 10:52:31 AM","TERMSRV/ROCOOK-OLAR;TERMSRV/rocook-olar.HS.wvu-ad.wvu.edu;CmRcService/ROCOOK-OLAR;CmRcService/rocook-olar.HS.wvu-ad.wvu.edu;RestrictedKrbHost/ROCOOK-OLAR;HOST/ROCOOK-OLAR;RestrictedKrbHost/ROCOOK-OLAR.HS.wvu-ad.wvu.edu;HOST/ROCOOK-OLAR.HS.wvu-ad.wvu.edu","CN=ROCOOK-OLAR,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-WAKOECH$","sph-wakoech","8/13/2014 2:41:27 PM","10/13/2021 10:53:28 AM","CmRcService/SPH-WAKOECH;CmRcService/sph-wakoech.HS.wvu-ad.wvu.edu;TERMSRV/SPH-WAKOECH;TERMSRV/sph-wakoech.HS.wvu-ad.wvu.edu;RestrictedKrbHost/sph-wakoech;HOST/sph-wakoech;RestrictedKrbHost/sph-wakoech.HS.wvu-ad.wvu.edu;HOST/sph-wakoech.HS.wvu-ad.wvu.edu","CN=sph-wakoech,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUD73CLS1$","CWVUD73CLS1","4/9/2012 1:03:52 PM","10/13/2021 10:42:51 AM","CmRcService/CWVUD73CLS1.HS.wvu-ad.wvu.edu;CmRcService/CWVUD73CLS1;TERMSRV/CWVUD73CLS1;TERMSRV/CWVUD73CLS1.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CWVUD73CLS1;HOST/CWVUD73CLS1;RestrictedKrbHost/CWVUD73CLS1.HS.wvu-ad.wvu.edu;HOST/CWVUD73CLS1.HS.wvu-ad.wvu.edu","CN=CWVUD73CLS1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUG1ZD1R1$","CWVUG1ZD1R1","1/31/2013 11:26:13 AM","10/13/2021 10:43:06 AM","TERMSRV/CWVUG1ZD1R1.HS.wvu-ad.wvu.edu;TERMSRV/CWVUG1ZD1R1;CmRcService/CWVUG1ZD1R1;CmRcService/CWVUG1ZD1R1.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CWVUG1ZD1R1;HOST/CWVUG1ZD1R1;RestrictedKrbHost/CWVUG1ZD1R1.HS.wvu-ad.wvu.edu;HOST/CWVUG1ZD1R1.HS.wvu-ad.wvu.edu","CN=CWVUG1ZD1R1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS63BA$","HSPEDS63BA","6/24/2013 3:39:19 PM","10/13/2021 10:48:25 AM","CmRcService/HSPEDS63BA.HS.wvu-ad.wvu.edu;CmRcService/HSPEDS63BA;TERMSRV/HSPEDS63BA;TERMSRV/HSPEDS63BA.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSPEDS63BA;HOST/HSPEDS63BA;RestrictedKrbHost/HSPEDS63BA.HS.wvu-ad.wvu.edu;HOST/HSPEDS63BA.HS.wvu-ad.wvu.edu","CN=HSPEDS63BA,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-A5F2$","HSC-SON-A5F2","3/1/2012 1:11:39 PM","10/13/2021 10:45:32 AM","CmRcService/HSC-SON-A5F2;CmRcService/hsc-son-A5F2.HS.wvu-ad.wvu.edu;TERMSRV/hsc-son-A5F2.HS.wvu-ad.wvu.edu;TERMSRV/HSC-SON-A5F2;RestrictedKrbHost/HSC-SON-A5F2;HOST/HSC-SON-A5F2;RestrictedKrbHost/HSC-SON-A5F2.HS.wvu-ad.wvu.edu;HOST/HSC-SON-A5F2.HS.wvu-ad.wvu.edu","CN=HSC-SON-A5F2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-RESGRAD-0825$","HS-RESGRAD-0825","9/19/2012 3:18:47 PM","10/13/2021 10:48:40 AM","CmRcService/HS-RESGRAD-0825.HS.wvu-ad.wvu.edu;CmRcService/HS-RESGRAD-0825;TERMSRV/HS-RESGRAD-0825.HS.wvu-ad.wvu.edu;TERMSRV/HS-RESGRAD-0825;RestrictedKrbHost/HS-RESGRAD-0825;HOST/HS-RESGRAD-0825;RestrictedKrbHost/HS-RESGRAD-0825.HS.wvu-ad.wvu.edu;HOST/HS-RESGRAD-0825.HS.wvu-ad.wvu.edu","CN=HS-RESGRAD-0825,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-MED-F96E$","HS-MED-F96E","12/7/2010 3:22:41 PM","7/29/2019 3:24:04 PM","TERMSRV/HS-MED-F96E.HS.wvu-ad.wvu.edu;TERMSRV/HS-MED-F96E;CmRcService/HS-MED-F96E.HS.wvu-ad.wvu.edu;CmRcService/HS-MED-F96E;RestrictedKrbHost/HS-MED-F96E;HOST/HS-MED-F96E;RestrictedKrbHost/HS-MED-F96E.HS.wvu-ad.wvu.edu;HOST/HS-MED-F96E.HS.wvu-ad.wvu.edu","CN=HS-MED-F96E,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SCANPATH$","SCANPATH","9/15/2014 2:27:48 PM","7/29/2019 3:24:04 PM","CmRcService/SCANPATH.HS.wvu-ad.wvu.edu;CmRcService/SCANPATH;TERMSRV/SCANPATH;TERMSRV/SCANPATH.HS.wvu-ad.wvu.edu;WSMAN/SCANPATH.HS.wvu-ad.wvu.edu;WSMAN/SCANPATH;RestrictedKrbHost/SCANPATH;HOST/SCANPATH;RestrictedKrbHost/SCANPATH.HS.wvu-ad.wvu.edu;HOST/SCANPATH.HS.wvu-ad.wvu.edu","CN=SCANPATH,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52861$","H52861","9/15/2014 11:42:18 AM","11/16/2021 10:23:02 AM","WSMAN/H52861.HS.wvu-ad.wvu.edu;WSMAN/H52861;CmRcService/H52861;CmRcService/H52861.HS.wvu-ad.wvu.edu;TERMSRV/H52861.HS.wvu-ad.wvu.edu;TERMSRV/H52861;RestrictedKrbHost/H52861;HOST/H52861;RestrictedKrbHost/H52861.HS.wvu-ad.wvu.edu;HOST/H52861.HS.wvu-ad.wvu.edu","CN=H52861,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-3D52$","HSC-SON-3D52","5/25/2011 2:19:12 PM","10/13/2021 10:45:32 AM","RestrictedKrbHost/HSC-SON-3D52;HOST/HSC-SON-3D52;RestrictedKrbHost/HSC-SON-3D52.HS.wvu-ad.wvu.edu;HOST/HSC-SON-3D52.HS.wvu-ad.wvu.edu","CN=HSC-SON-3D52,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSIM5687$","HSIM5687","4/29/2014 1:19:51 PM","10/13/2021 10:46:49 AM","CmRcService/HSIM5687.HS.wvu-ad.wvu.edu;CmRcService/HSIM5687;WSMAN/HSIM5687;WSMAN/HSIM5687.HS.wvu-ad.wvu.edu;TERMSRV/HSIM5687;TERMSRV/HSIM5687.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSIM5687;HOST/HSIM5687;RestrictedKrbHost/HSIM5687.HS.wvu-ad.wvu.edu;HOST/HSIM5687.HS.wvu-ad.wvu.edu","CN=HSIM5687,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
