clinic,66080,66048,UAC Changed
SODLRS,546,514,UAC Changed
DPRHFacultyCoverage,66048,66048,No UAC change
kreveal,66082,66050,UAC Changed
mjhanna,66048,66048,No UAC change
bls0034,66080,66048,UAC Changed
sjcooke,66048,66048,No UAC change
pdavis,66080,66048,UAC Changed
gnb0001,66080,66048,UAC Changed
dbishop1,66048,66048,No UAC change
westonb,66080,66048,UAC Changed
juhrin,66050,66050,No UAC change
tbonasso,66080,66048,UAC Changed
dcupp,66080,66048,UAC Changed
aclondon,66048,66048,No UAC change
eshulman,546,514,UAC Changed
grd0003,66080,66048,UAC Changed
tnl0002,66082,66050,UAC Changed
hrogers1,66048,66048,No UAC change
alwilson,66082,66050,UAC Changed
lyura,66048,66048,No UAC change
dgetz1,66048,66048,No UAC change
msbryington,66048,66048,No UAC change
swc0002,66080,66048,UAC Changed
sfaltot,66048,66048,No UAC change
sojeong,66048,66048,No UAC change
vperrine,66080,66048,UAC Changed
ndiconcilis,66082,66050,UAC Changed
jkalar,66082,66050,UAC Changed
dmcintyre,66080,66048,UAC Changed
gcunningham2,66080,66048,UAC Changed
bdye,66080,66048,UAC Changed
mrichards,66080,66048,UAC Changed
deb0021,66080,66048,UAC Changed
fmastalerz,66080,66048,UAC Changed
bshipe,66080,66048,UAC Changed
mjmeador,66080,66048,UAC Changed
roevans,66080,66048,UAC Changed
acamele1,66048,66048,No UAC change
wam0001,66080,66048,UAC Changed
ppetley,66080,66048,UAC Changed
syoung23,66080,66048,UAC Changed
tchipps,66080,66048,UAC Changed
jamix,66048,66048,No UAC change
tnbrindock,66048,66048,No UAC change
cglover,66080,66048,UAC Changed
msturms,66080,66048,UAC Changed
ldhess,66080,66048,UAC Changed
dhaid,66080,66048,UAC Changed
mbagby,66080,66048,UAC Changed
llisauckis,66080,66048,UAC Changed
lipack,66080,66048,UAC Changed
ljbrown,66080,66048,UAC Changed
agarber2,66048,66048,No UAC change
bfansler,66082,66050,UAC Changed
aalkire,66048,66048,No UAC change
amhoneycutt,66080,66048,UAC Changed
lscole,66050,66050,No UAC change
wg0005,66080,66048,UAC Changed
tbrown15,66080,66048,UAC Changed
adj0003,66048,66048,No UAC change
cskimmel,66080,66048,UAC Changed
baclay,66048,66048,No UAC change
stblake,66048,66048,No UAC change
SODAdministrativeV,66048,66048,No UAC change
acain1,66048,66048,No UAC change
aijackson,66080,66048,UAC Changed
smarti11,66080,66048,UAC Changed
pfreed,66080,66048,UAC Changed
kdm0003,66082,66050,UAC Changed
addanks,66048,66048,No UAC change
ala0008,66082,66050,UAC Changed
cbraham,66080,66048,UAC Changed
ljrudy,66048,66048,No UAC change
slodell,66050,66050,No UAC change
kbrooks5,66080,66048,UAC Changed
ltyler,66080,66048,UAC Changed
ajhunter,66048,66048,No UAC change
dlfoley,66050,66050,No UAC change
pmcdade,66080,66048,UAC Changed
kacoles,66048,66048,No UAC change
kjohns37,66080,66048,UAC Changed
clphalen,66048,66048,No UAC change
jmmcmillen,66080,66048,UAC Changed
cdebiase,66080,66048,UAC Changed
kjohnston,66080,66048,UAC Changed
bdadisman,66080,66048,UAC Changed
akroeher,66050,66050,No UAC change
fdhairston,66080,66048,UAC Changed
cmmiller,66080,66048,UAC Changed
sag0001,66080,66048,UAC Changed
rmcale,66080,66048,UAC Changed
mdm0002,66080,66048,UAC Changed
dentaladmit,66080,66048,UAC Changed
smslaughter,66080,66048,UAC Changed
bjdevito,66050,66050,No UAC change
dmcneil,66080,66048,UAC Changed
