HEC,66048,66048,No UAC change
SOPStudentServicesCo,66048,66048,No UAC change
adnewton,66048,66048,No UAC change
moreabout,66048,66048,No UAC change
kareford,66080,66048,UAC Changed
sopwebform,66080,66048,UAC Changed
sopresearch,66080,66048,UAC Changed
oel,66080,66048,UAC Changed
sopalumni,66080,66048,UAC Changed
sop,66080,66048,UAC Changed
bhiga,66048,66048,No UAC change
jeclutter,66080,66048,UAC Changed
mlsummers,66048,66048,No UAC change
pfilmeck,66050,66050,No UAC change
pharmacyconference,66048,66048,No UAC change
mleuler,66048,66048,No UAC change
jkrogers,66048,66048,No UAC change
sal0007,66080,66048,UAC Changed
hzhou2,66080,66048,UAC Changed
dharshbarger,66080,66048,UAC Changed
dkuis,66048,66048,No UAC change
rmullin2,66048,66048,No UAC change
jpiper,66080,66048,UAC Changed
pachase,66080,66048,UAC Changed
mmaylor,66050,66050,No UAC change
rmatsumoto,66082,66050,UAC Changed
abramer2,66048,66048,No UAC change
jjasper2,66080,66048,UAC Changed
zap0002,66080,66048,UAC Changed
jwietholter,66080,66048,UAC Changed
cmilburn,66082,66050,UAC Changed
SOPRoom1127B-Wigner,66048,66048,No UAC change
twhite12,66048,66048,No UAC change
SOPRoom1120A,66048,66048,No UAC change
cscrosmun,66048,66048,No UAC change
mlmadrona,66048,66048,No UAC change
drpatel,66048,66048,No UAC change
albailey,66050,66050,No UAC change
jacampana,66050,66050,No UAC change
clgutta,66080,66048,UAC Changed
gkreckel,66080,66048,UAC Changed
amcmillan,66080,66048,UAC Changed
dra0005,66080,66048,UAC Changed
jmartello,66080,66048,UAC Changed
bkworkman,66048,66048,No UAC change
rjshorr,66080,66048,UAC Changed
gbcastelli,66050,66050,No UAC change
jprunty,66048,66048,No UAC change
bwb0001,66082,66050,UAC Changed
ablevin2,66048,66048,No UAC change
mdfields,66050,66050,No UAC change
phuffman,66048,66048,No UAC change
dsdolin,66048,66048,No UAC change
pwmcdevitt,66048,66048,No UAC change
tas0029,66080,66048,UAC Changed
jrr0028,66082,66050,UAC Changed
mkeenan,66048,66048,No UAC change
kopetros,66050,66050,No UAC change
ghiga,66048,66048,No UAC change
belswick,66080,66048,UAC Changed
tschwinghammer,66080,66048,UAC Changed
mabate,66080,66048,UAC Changed
lmaynor,66080,66048,UAC Changed
twhetsel,66080,66048,UAC Changed
chall1,66048,66048,No UAC change
mstamatakis,66080,66048,UAC Changed
cdponte,66080,66048,UAC Changed
dslain,66080,66048,UAC Changed
mnewton,66082,66050,UAC Changed
gbaugh,66080,66048,UAC Changed
alandis1,66048,66048,No UAC change
sboyd2,66048,66048,No UAC change
sfalsafi,66050,66050,No UAC change
cmbrown,66048,66048,No UAC change
mblommel,66080,66048,UAC Changed
mjm0050,66080,66048,UAC Changed
skguthrie,66048,66048,No UAC change
sdkellgren,66048,66048,No UAC change
rksimons,66048,66048,No UAC change
rktaft,66048,66048,No UAC change
mmshah,66048,66048,No UAC change
mphill27,66050,66050,No UAC change
bbarrick,66048,66048,No UAC change
rohoward,66048,66048,No UAC change
ljcalemine,66048,66048,No UAC change
jlapkow1,66050,66050,No UAC change
dldabdub,66048,66048,No UAC change
djhansen,66048,66048,No UAC change
jmseigel,66048,66048,No UAC change
hhcornett,66048,66048,No UAC change
mtk0005,66080,66048,UAC Changed
wc0002,66080,66048,UAC Changed
shgong,66050,66050,No UAC change
blgaasch,66082,66050,UAC Changed
ahanif,66048,66048,No UAC change
yrojan,66080,66048,UAC Changed
jdhuber,66080,66048,UAC Changed
pastout,66080,66048,UAC Changed
gszklarz,66080,66048,UAC Changed
pcallery,66048,66048,No UAC change
jgriff30,66080,66048,UAC Changed
rgriffith,66080,66048,UAC Changed
sab0047,66080,66048,UAC Changed
kjk0013,66080,66048,UAC Changed
yqian,66080,66048,UAC Changed
jlear,66048,66048,No UAC change
waddicks,66048,66048,No UAC change
pgwang,66048,66048,No UAC change
mlm0056,66080,66048,UAC Changed
vcastran,66048,66048,No UAC change
wjg0001,66080,66048,UAC Changed
cbyrne1,66080,66048,UAC Changed
aselliott,66082,66050,UAC Changed
tstueckle,66080,66048,UAC Changed
kvanstee,66048,66048,No UAC change
magalvezperalta,66048,66048,No UAC change
dw0031,66080,66048,UAC Changed
kmhickey,66080,66048,UAC Changed
pp0001,66080,66048,UAC Changed
rwilliams,546,514,UAC Changed
lahazlehurst,66048,66048,No UAC change
