"SamAccountName","SourceOU","TargetOU"
"Micro Teaching Lab Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"$MICRO","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Eubank Lab Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"5615-hpjlp-2015 Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Lukomski Shared","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"2056-minolta-c3100p Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"2095-minoltac452 Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"MICRO","HSC/BASSCI","HS Users/HSC/BASSCI"
"Micro-Barnett Lab","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Cu-PLA Project","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"2079-minolta-c3100p group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Klinke Lab Share","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Meares Lab Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"2072-minolta-c3110 Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Micro P&T Committee RW Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Schafer-Franko Lab","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Micro-WanLab","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Robinson Lab RW","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Brown-Share Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"2085-bizhub4700p Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"erma108-hplj-m252dw Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Microbiology Share Traverse Group","HSC/BASSCI/MICRO","HS Users/HSC/BASSCI/MICRO"
"Dr. Dey Lab","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"4052-minolta-c224e Group","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Dr. Tucker Lab","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"$ANAT","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Dr. Agmon Lab","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"HSC Anatomy Research RW","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Dr. Salm Lab","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Dr. Konat Lab","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Dr. Weed Lab","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Anat Share Traverse Group","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"HSC Anatomy Research RO","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"HSC Anatomy Research WO","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Tucker Lab Share","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"3DComputer","HSC/BASSCI/ANAT","HS Users/HSC/BASSCI/ANAT"
"Biochem Education Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"DMSmithLab RO","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"DMSmithLab RW","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Robart Lab Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Department Policies Share Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Leonardi Lab Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"3123b-minoltac364 group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Tseytlin Lab Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Biochem Personnel Files Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Biochemistry Faculty Recruit Share","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Smith Lab Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"3123b-hp5200 Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Biochemistry Ophthalmology Faculty Recruit Share","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"Choi Lab Share Group","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"$BIOCHEM","HSC/BASSCI/BIOCHEM","HS Users/HSC/BASSCI/BIOCHEM"
"$BASSCI","HSC/BASSCI","HS Users/HSC/BASSCI"
"Shang Lab Group","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"$PHYSIO","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"Simpkins Lab Group","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"Zhang Lab Group","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"HSC Physio LabShare Group","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"Siderovski Lab Group","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"Physio Share Traverse Group","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"Hussain Lab Group","HSC/BASSCI/PHYSIO","HS Users/HSC/BASSCI/PHYSIO"
"H-NDC-DR-RM107-PTR Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2252-bizhub-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4094-minolta-4000p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g353-hplj-p2055 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4094-Xerox","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"102Annex_APPLE","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2831-hpofficejet6700 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"102-LEX-C510","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"1030-hplj-m227fdw Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4626-minolta654","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2082-HP3500","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"3013-HPLJ5","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4623-hp2015","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g125-CanonMX850 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"b106-hp1320n","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"b128-hp4100","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4626-minolta-223 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g139-hplj5","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"b118-hp2600n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"3143-hp3505 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"HP-3005","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g252-minolta-223","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"Toshiba","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g252-hpm602","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"supervisor-office-1714c-hp4200","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"3613-hp2035n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"resgrad-hpclj4600","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2172-minolta363 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"UHSTest","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"RICOH Aficio 3260C RPCS Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"8322-minolta-4700","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g350-hp4200","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4520b-hp4250 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma116-hpm451nw Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"8604-hp-m127fn","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g350a1-Minolta-C224e Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1419-minolta-c458 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"8707h-minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"Biomed-5500","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4506-star800 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4304-hp4050 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4514_peds_hplj4050 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4612-hplj2500n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma1-hplj-m252dw Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4621-hplj4 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"8707-minolta-c368 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4716-lex-c510 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"H-CRH1-MAILRM Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2172-minolta223 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4718-hp2200 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2318-ricoh-im-c4500 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"hp1320-2350L Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1005-G85","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"1001-hpoj7210","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2278-ricoh-im5000 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1195-minoltac364","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"b040-hpljm601 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"b555-hplj-m177fw Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2307-hpoj6000","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g125-brother4070 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g121-lexmark-t630","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g106-xerox-6250","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2278-hpljp3015n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"5412-HP4240","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4737-cognitivedlx","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4313-brother-7360n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma-g130-minolta-c364e Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"5400-HPLJ4","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4055-minolta-c258 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4411-minolta-c258 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G252F-HPLJ4M","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"erma-318-brother9325cw Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4082-hp4000n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4400-lex360dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"5570-hpm551 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"H-CRHB-G08-PRT Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"5304-HPLJ3330","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"5615-Brother-hl2270dw group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G280-HP2510","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"5612-hplj-3015 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2176-minolta-4700p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma105-hp2055dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4075a-minolta-4700p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g213-hpljp1606dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g111b-minolta 423 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1022-minolta-c258 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"MOH-HP4200","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g135-5170dn","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4739-bizhub-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g290-xerox242","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"3603-minolta","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2283-minolta-4700p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2307-hp3005","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"G350-Plotter","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g252f-bizhub200","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"erma345-hplj500m551 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"HP-3101","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4066a-hp2015 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4737-ricohmp301 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4300-canon","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"1392-ricoh-mp-c6004ex Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"3143a-hplj2600n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2350-hp3500","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1622-hp2055dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4737-minolta-4700 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1055-minolta161f Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"b26-ricoh-mp-c3504ex Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G154-HP2100","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"Erma-200-brotherhl5370 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1129-minoltac364","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g10-ricoh-im-c4500 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G350-Sharp350","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4742-hpcp3525","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"3603a-hp4250 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma-1st-minoltac364e Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4086-hplj2015","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g129-lex120","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g176-hpljpM426fdn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2257-minolta-c3110","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"5700-hp4500","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"erma325-ricoh Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G279-Minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"7500-ricoh-c6502","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2350g-hpcp2025d","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1200J-HP1320N","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"3100-hp710 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma2-270-hp4550 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma309-minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g135-lex-e120 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"sgraber-printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma-345-hpm551 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"MDTV-1257-HPLJ5","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"brni-hpcp4025 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"202-2015dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"CRH1-BUSIOFFICE Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1122-hp4200","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g111-minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"B040-HP5000","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4052-HP1320","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4086-minolta-c368","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g290-hp7680","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"8505c-lexmark-ms811n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"5500-minolta-c258 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma2-hplj2840","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"G100-HP1320","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"eram2-brother-7600","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4520b-minolta-4700p","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"brother-5100h","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g270-hp4050","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"prete-3338e-canon-mx860 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2280-gestetner3502p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"8707h-hplj","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2350b-ricoh-im550 group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"5500-bizhub-c3100p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4014-oki6100","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2350d-hp2055dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4056-hp2200","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"1168-HP","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g129-hp2055dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"CRH1-INTERVIEW Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2225c-minolta-c364","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"6700e-hp2600","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4305-ricoh","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"g111b-minolta223","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"erma-144-brother4150 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4612-ob-hp3800","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"G304-HP2510","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"8607-hpoj6300 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"ERMA-minoltac364 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4041-ricoh","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2200-hp2035n","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g139-xerox-232","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"6400-hpc1518ni","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2033-hpljp2035n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"CRH1-BehavMain-Copy Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"8503-xerox","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4308-HPLJ4050","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"H-POC1-MRI-FrontB Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G139-HP4600","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4066-HP1300N","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"3601-hp3005n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2350-HP2550","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"rni1-minolta-c368 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4601-Minolta-4700p","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"8501-minolta421 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g281-hp2840","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma-g102-minolta-4700p group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2313-minolta-4700p","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4092-minolta-c3100 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g280a-minoltac25 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"CRH1-MedReports Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"7500-cannon","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4076a-advantagedlx Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G290-HPLJ5SIMX","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2164-Minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4526-ricoh4502 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4074-minolta-4700p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4052-minolta","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"H-CRH1-RM133 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"rdtp-hp-X551DW Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"b26-hplj2100tn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"8322-Xerox","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"CRH1-Resident Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2160-minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2319-hpljp2035 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"CRH1-NeuroPsyTest Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g270-hp4005-aa06 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2350-HP2400","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"1206b-brother5370dw","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4500-hp4100 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma-270-canon-mx850 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4525b-HP4250","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"2037a-minolta-c368 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4093a-minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g181b-hp800","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"erma-149-minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4061-minolta-c258 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2306-minoltac224e Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g290-hplj-m551 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g270-hplj-m750","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"ermag-g160-minolta-c364 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4403-hp3005 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g281b-lex-c510","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"cblc-canon5570","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"6500-hpljp2035n Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"H-HSC1-PHARM-1617-PRT Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma-370-minolta-c3110 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"3145-minolta-c3110 group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g176-hpljp1606dn Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"H-CRH1-CASEMGR-COPY Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"peds_groundflr_lj4 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"G290-ETRU-Printer","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"CRH1-WR122 Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"6400-toshiba","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4305-Ricohc4503","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2244-ricoh-mp-c4500 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma112-hplj200 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"positive-health-minolta-c224e Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"1144-hp5000 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"erma2-207-brother Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"3152-minolta-c224e Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"brother-4096","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"1310-ricoh-mpc6004 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g102-minoltac25 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g111b-minolta-c3100p Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4616-hp4700c Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"peds_4637_hplj4 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"b129-Lanier-ld528c Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2181-minoltac25","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"H-HSCB-RAD-ADMIN Printer Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"2280-HP2300","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"3603-lexmarkx792 group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g213-hpljt255dn group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"g135-hplj4240","HSC/Printer Groups Group","HS Users/HSC/Printer Groups Group"
"4099-hppro8600 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"3033a-hpofficejetpro8500","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"rni2-back-c368 Group","HSC/Printer Groups/rni2-back-C368 Group","HS Users/HSC/Printer Groups/rni2-back-C368 Group"
"erma-321-hp4014 Group","HSC/Printer Groups","HS Users/HSC/Printer Groups"
"4305-Ricohc4503-DL","HSC/Printer Groups","HS Users/HSC/Printer Groups"
