"RenderingMode","PrinterStatus","Type","DeviceType","Caption","Description","ElementName","InstanceID","CommunicationStatus","DetailedStatus","HealthState","InstallDate","Name","OperatingStatus","OperationalStatus","PrimaryStatus","Status","StatusDescriptions","BranchOfficeOfflineLogSizeMB","Comment","ComputerName","Datatype","DefaultJobPriority","DisableBranchOfficeLogging","DriverName","JobCount","KeepPrintedJobs","Location","PermissionSDDL","PortName","PrintProcessor","Priority","Published","SeparatorPageFile","Shared","ShareName","StartTime","UntilTime","WorkflowPolicy","PSComputerName","CimClass","CimInstanceProperties","CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g190m-hpljp2015",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet P2015 Series PCL 6","0","False","g190m",,"g190m-hpljp2015_1","HPCPP5r1","1","True","","True","g190m-hpljp2015","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g190-xerox3600",,,,,,,"","HSPrint2","RAW","0",,"Xerox Phaser 3600 PS","0","False","g190",,"g190-xerox3600","winprint","1","True","","True","g190-xerox3600","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g189-minolta-3100p",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C3100P PCL6","0","False","",,"g189-minolta-3100p","winprint","1","False","","True","g189-minolta-3100p","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g166-ricoh-mp-c407",,,,,,,"","HSPrint2","RAW","0",,"RICOH Class Driver Plus","0","False","g166",,"g166-ricoh-mp-c407","winprint","1","True","","True","g166-ricoh-mp-c407","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g16-hplj2840",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet 2800 Series PS","0","False","g16",,"g16-hplj2840","hpzpplhn","1","True","","True","g16-hplj2840","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g139-hplj5",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet 5","0","False","g139",,"g139-hplj5","winprint","1","True","","True","g139-hplj5","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g135-hplj4240",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet 4240 PCL6 Class Driver","0","False","4099",,"4099-hplj4240","winprint","1","True","","True","g135-hplj4240","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g128-bizhub-c360",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA PS Color Laser Class Driver","0","False","G128",,"g128-bizhub-c360","winprint","1","False","","True","g128-bizhub-c360","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"g111b-minolta423",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA 423SeriesPCL","0","False","g111b",,"g111b-minolta423","winprint","1","True","","True","g111b-minolta423","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Offline","Local","Print",,,,,,,,,"G110N-Minolta-C3110",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C3110 PCL6","0","False","",,"G110N-Minolta-C3110","winprint","1","False","","True","G110N-Minolta-C3110","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"erma-149-minolta-c3110",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C3110 PCL6","0","False","",,"erma-149-minolta-c3110","winprint","1","False","","True","erma-149-minolta-c3110","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Offline","Local","Print",,,,,,,,,"erma-144-brother4150",,,,,,,"","HSPrint2","RAW","0",,"Brother Color Type3 Class Driver","0","False","erma-144",,"erma-144-brother4150","winprint","1","True","","True","erma-144-brother4150","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"Epson Stylus Photo R2000",,,,,,,"","HSPrint2","RAW","0",,"Epson Stylus Photo R2000","0","False","",,"1013-epson-r2000","winprint","1","True","","False","","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"CRH1-HP2600n-Intern-Office",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet 2600n Class Driver","0","False","",,"CRH1-HP2600n-Intern-Office","winprint","1","False","","True","CRH1-HP2600n-Intern-Office","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"CRH1-HP-P2015-Case-Managers",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet P2015 Series PCL 6","0","False","",,"CRH1-HP-P2015-Case-Managers","HPCPP5r1","1","False","","True","CRH1-HP-P2015-Case-Managers","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"CRH1-CommunityRelations",,,,,,,"","HSPrint2","RAW","0",,"RICOH SP C342DN PCL 6","0","False","CRH1",,"crh-144-hplj3600n","winprint","1","True","","True","CRH1-CommunityRelations","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"cprc-139a-minolta601",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA 751/601 PCL","0","False","cprc-139a",,"cprc-139a-minolta601","winprint","1","True","","True","cprc-139a-minolta601","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"BH4700P833C4E",,,,,,,"BH4700P833C4E","HSPrint2","RAW","0",,"KONICA MINOLTA 4700PSeries PCL6","0","False","Dental Clinic Front Desk",,"WSD-af6a266f-b394-4f19-be32-2b0a69cab529.0039","winprint","1","False","","False","","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"BH4700P035DD1",,,,,,,"BH4700P035DD1","HSPrint2","RAW","0",,"KONICA MINOLTA 4700PSeries PCL6","0","False","Dental Clinic Front Desk Unit 1",,"WSD-6e53d863-6505-44bc-8871-92432a0c9056.0066","winprint","1","False","","False","","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b848-ricoh-c4500",,,,,,,"","HSPrint2","RAW","0",,"RICOH PCL6 UniversalDriver V4.5","0","False","b848",,"b848-ricoh-c4500","winprint","1","True","","True","b848-ricoh-c4500","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b555-hplj-m177fw",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet Pro MFP M177 PCLmS","0","False","b555",,"b555-hplj-m177fw","winprint","1","True","","True","b555-hplj-m177fw","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b26-ricoh-mp-c3504ex",,,,,,,"","HSPrint2","RAW","0",,"Gestetner MP C3504ex PCL 6","0","False","b26",,"b26-ricoh-mp-c3504ex","winprint","1","True","","True","b26-ricoh-mp-c3504ex","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b128-hplj2605dn",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet 2605 PCL6 Class Driver","0","False","b128",,"b128-hplj2605dn","winprint","1","True","","True","b128-hplj2605dn","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b128-hp4100",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet 4100 Series PCL6","0","False","b128",,"b128-hp4100","hpzpplhn","1","True","","True","b128-hp4100","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b118-hp2600n",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet 2600n Class Driver","0","False","b118",,"b118-hp2600n","winprint","1","True","","True","b118-hp2600n","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b112-hp1320n",,,,,,,"","HSPrint2","RAW","0",,"hp LaserJet 1320 PCL 5","0","False","b112",,"b112-hp1320n","hpzpplhn","1","True","","True","b112-hp1320n","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b112-gestetner3502p",,,,,,,"","HSPrint2","RAW","0",,"Gestetner 3502 PCL","0","False","b112",,"b112-gestetner3502p","winprint","1","True","","True","b112-gestetner3502p","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b111-hp2600n",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet 2600n","0","False","",,"b111-hp2600n","HP2600PrintProc","1","False","","True","b111-hp2600n","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"b040-hpljm601",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet 600 M601 M602 M603 PCL6","0","False","b040",,"b040-hpljm601","HPCPP145","1","True","","True","b040-hpljm601","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"B006-LexmarkT522",,,,,,,"","HSPrint2","RAW","0",,"Lexmark MS810 Series Class Driver","0","False","B006",,"B006-LexmarkT522","winprint","1","True","","True","B006-LexmarkT522","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"8722-hplj4simx",,,,,,,"delete after 9/1/19","HSPrint2","RAW","0",,"HP LaserJet 4","0","False","8722",,"8722-hplj4simx","winprint","1","True","","True","8722-hplj4simx","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"8707h-minolta-c3110",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C3110 PCL6","0","False","8707h",,"8707h-minolta-c3110","winprint","1","True","","True","8707h-minolta-c3110","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"8707a-hplj-m177fw",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet Pro MFP M177 PCLmS","0","False","8707a",,"8707a-hplj-m177fw","winprint","1","True","","True","8707a-hplj-m177fw","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"8607-hpoj6300",,,,,,,"","HSPrint2","RAW","0",,"HP Officejet 6300 series","0","False","8607",,"8607-hpoj6300","hpzpplhn","1","True","","True","8607-hpoj6300","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"8604-hp-m127fn",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet Pro MFP M127-M128 PCLmS","0","False","8604",,"8604-hp-m127fn","winprint","1","True","","True","8604-hp-m127fn","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7732-lexmark360dn",,,,,,,"","HSPrint2","RAW","0",,"Lexmark E360dn Class Driver","0","False","7732",,"7732-lexmark360dn","winprint","1","True","","True","7732-lexmark360dn","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7703-lexmarkt640",,,,,,,"","HSPrint2","RAW","0",,"Lexmark T640 (MS)","0","False","7703",,"7703-lexmarkt640","LMPRTPRC","1","True","","True","7703-lexmarkt640","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7702-hpcp2025",,,,,,,"","HSPrint2","RAW","0",,"HP Color LaserJet CP2020 Series PCL6","0","False","7702",,"7702-hpcp2025","hpzppwn7","1","True","","True","7702-hpcp2025","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7701-ricoh-mp301spf",,,,,,,"","HSPrint2","RAW","0",,"RICOH Aficio MP 301 PCL 6","0","False","7701",,"7701-ricoh-mp301spf","winprint","1","False","","True","7701-ricoh-mp301spf","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7603-ricoh-mp-c307",,,,,,,"","HSPrint2","RAW","0",,"RICOH PCL6 UniversalDriver V4.5","0","False","7603",,"7603-ricoh-mp-c307","winprint","1","False","","True","7603-ricoh-mp-c307","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7533-ricoh",,,,,,,"","HSPrint2","RAW","0",,"RICOH PCL6 UniversalDriver V4.5","0","False","7535",,"7533-ricoh","winprint","1","False","","True","7533-ricoh","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7502-cognitive-label-printer",,,,,,,"","HSPrint2","RAW","0",,"Cognitive DLX 2 inch 300DPI DT","0","False","7531",,"7531-cognitive-label-printer","winprint","1","True","","True","7502-cognitive-label-printer","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7500-ricoh-c6502",,,,,,,"","HSPrint2","RAW","0",,"Gestetner MP C6502 PCL 6","0","False","7500",,"7500-ricoh-c6502","winprint","1","True","","True","7500-ricoh-c6502","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7318-ricoh-mac",,,,,,,"","HSPrint2","RAW","0",,"RICOH MP C6502 PCL 6","0","False","7318",,"7318-ricoh_mac","winprint","1","True","","True","7318-ricoh-mac","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7318-cognitive-label-printer",,,,,,,"","HSPrint2","RAW","0",,"Cognitive Cxi 2 inch 300 DPI DT","0","False","7318",,"7318-cognitive-label-printer","winprint","1","True","","True","7318-cognitive-label-printer","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"7317-Ricoh",,,,,,,"","HSPrint2","RAW","0",,"RICOH PCL6 UniversalDriver V4.5","0","False","",,"7317-Ricoh","winprint","1","False","","True","7317-Ricoh","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"TonerLow","Local","Print",,,,,,,,,"5730a-minolta-c3100p",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C3100P PCL6","0","False","",,"5730a-minolta-c3100p","winprint","1","False","","True","5730a-minolta-c3100p","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"5702-minolta-c258",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C287SeriesPCL","0","False","5702",,"5702-minolta-c258.hsc.wvu.edu","winprint","1","True","","True","5702-minolta-c258","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"5570-hpm551",,,,,,,"","HSPrint2","RAW","0",,"HP LaserJet Enterprise 500 Color M551 PCL6 Class Driver","0","False","5570",,"5570-hpm551","winprint","1","True","","True","5570-hpm551","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Error","Local","Print",,,,,,,,,"5500-minolta223",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA 423SeriesPCL","4","False","5500",,"5500-minolta223","winprint","1","True","","True","5500-minolta223","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"5500-minolta-c258",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C368SeriesPCL","0","False","",,"5500-minolta-c258","winprint","1","False","","True","5500-minolta-c258","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"4739-minolta-c258",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA PS Color Laser Class Driver","0","False","4739",,"4739-minolta-c258","winprint","1","False","","True","4739-minolta-c258","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"4739-bizhub-c3110",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA C3110 PCL6","0","False","4739",,"4739-bizhub-c3110","winprint","1","True","","True","4739-bizhub-c3110","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"4737-minolta-4700",,,,,,,"","HSPrint2","RAW","0",,"KONICA MINOLTA 4700PSeries PCL6","0","False","",,"4737-minolta-4700","winprint","1","False","","True","4737-minolta-4700","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
