"RenderingMode","PrinterStatus","Type","DeviceType","Caption","Description","ElementName","InstanceID","CommunicationStatus","DetailedStatus","HealthState","InstallDate","Name","OperatingStatus","OperationalStatus","PrimaryStatus","Status","StatusDescriptions","BranchOfficeOfflineLogSizeMB","Comment","ComputerName","Datatype","DefaultJobPriority","DisableBranchOfficeLogging","DriverName","JobCount","KeepPrintedJobs","Location","PermissionSDDL","PortName","PrintProcessor","Priority","Published","SeparatorPageFile","Shared","ShareName","StartTime","UntilTime","WorkflowPolicy","PSComputerName","CimClass","CimInstanceProperties","CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"STC-RX3",,,,,,,"","HSPrint3","RAW","0",,"Star TSP800II (TSP847II)","0","False","",,"STC-RX3","winprint","1","False","","True","STC-RX3","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"stc-rx2",,,,,,,"","HSPrint3","RAW","0",,"Star TSP800II (TSP847II)","0","False","",,"stc-rx2","winprint","1","False","","True","stc-rx2","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"STC-RX1",,,,,,,"","HSPrint3","RAW","0",,"Star TSP800II (TSP847II)","0","False","",,"STC-RX1","winprint","1","False","","True","STC-RX1","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"stc-rx-Ortho",,,,,,,"","HSPrint3","RAW","0",,"Star TSP800II (TSP847II)","0","False","",,"stc-rx-Ortho","winprint","1","False","","True","stc-rx-Ortho","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"stc-res-minolta363",,,,,,,"","HSPrint3","RAW","0",,"KONICA MINOLTA C364SeriesPCL","0","False","",,"stc-res-minolta363","KOAYTJ_P","1","False","","True","stc-res-minolta363","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"STC-ORTHO-MINOLTAc224e",,,,,,,"","HSPrint3","RAW","0",,"KONICA MINOLTA C364SeriesPCL","0","False","",,"STC-ORTHO-MINOLTAc224e","KOAYTJ_P","1","False","","True","STC-ORTHO-MINOLTAc224e","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"stc-dgp-minolta",,,,,,,"","HSPrint3","RAW","0",,"KONICA MINOLTA C364SeriesPCL","0","False","",,"stc-dgp-minolta","KOAYTJ_P","1","False","","True","stc-dgp-minolta","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"stc-4512-03-c3110",,,,,,,"","HSPrint3","RAW","0",,"KONICA MINOLTA C3110 PCL6","0","False","",,"stc-4512-03-c3110","winprint","1","False","","False","stc-4512-03-c3110","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"stc-3rdfloor-minoltac25",,,,,,,"","HSPrint3","RAW","0",,"KONICA MINOLTA bizhub C25 PCL6","0","False","",,"stc-3rdfloor-minoltac25","winprint","1","False","","True","stc-3rdfloor-minoltac25","60","60",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
,"Normal","Local","Print",,,,,,,,,"sph-oha-hp-m479fdw",,,,,,,"","HSPrint3","RAW","0",,"HP Universal Printing PCL 6","0","False","",,"sph-oha-hp-m479fdw","hpcpp210","1","False","","True","sph-oha-hp-m479fdw","0","0",,,"ROOT/StandardCimv2:MSFT_Printer","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
